[2026-03-28 17:33:10] 📋 ==================================================
[2026-03-28 17:33:10] 📋 构建开始
[2026-03-28 17:33:10] 📋 ==================================================
[2026-03-28 17:33:10] 📋 日志文件: /workspace/logs/build/build_20260328_173310.log
[2026-03-28 17:33:10] 📋 入口文件: /workspace/scripts/main.lua
[2026-03-28 17:33:10] 📋 脚本目录: /workspace/scripts
[2026-03-28 17:33:10] 📋 工作目录: /workspace
[2026-03-28 17:33:10] 📋 MCP 环境: production
[2026-03-28 17:33:10] 📋 纹理压缩限制: 每次最多 10 张
[2026-03-28 17:33:10] 📋 步骤 1: 验证入口 Lua 文件存在
[2026-03-28 17:33:10] ✅ 入口文件存在
[2026-03-28 17:33:10] 📋 ⏱️  耗时: 0.01s
[2026-03-28 17:33:10] 📋 步骤 2: 验证 Lua 文件包含 Start() 函数
[2026-03-28 17:33:10] ✅ Start() 函数验证通过
[2026-03-28 17:33:10] 📋 ⏱️  耗时: 0.01s
[2026-03-28 17:33:10] 📋 步骤 3: 验证 scripts 目录存在
[2026-03-28 17:33:10] ✅ scripts 目录存在
[2026-03-28 17:33:11] 📋 ⏱️  耗时: 0.02s
[2026-03-28 17:33:11] 📋 步骤 4: 启动 Lua LSP watch 模式
[2026-03-28 17:33:11] 📋 LSP watch 已运行 (PID: 426)
[2026-03-28 17:33:11] ✅ Lua LSP 检查通过: 0 个错误
[2026-03-28 17:33:11] 📋 ⏱️  耗时: 0.02s
[2026-03-28 17:33:11] 📋 步骤 5: 检查并初始化 .project 目录
[2026-03-28 17:33:11] ✅ .project 目录已正确初始化
[2026-03-28 17:33:11] 📋 ⏱️  耗时: 0.02s
[2026-03-28 17:33:11] 📋 步骤 5.6: 检查/更新 multiplayer 配置
[2026-03-28 17:33:11] ✅ 使用本地已有的 multiplayer 配置
[2026-03-28 17:33:11] 📋 ⏱️  耗时: 0.02s
[2026-03-28 17:33:11] 📋 步骤 6: 更新 project.json 的 entry
[2026-03-28 17:33:11] 📋 更新 project.json: /workspace/.project/project.json
[2026-03-28 17:33:11] 📋   设置 entry: main.lua
[2026-03-28 17:33:11] ✅ project.json 更新完成
[2026-03-28 17:33:11] 📋 步骤 6.1: 检查 project_id 一致性
[2026-03-28 17:33:11] ✅ project_id 一致性检查通过: p_kl6c
[2026-03-28 17:33:11] 📋 ⏱️  耗时: 0.04s
[2026-03-28 17:33:11] 📋 步骤 7: 调用 project_builder.py 进行构建
[2026-03-28 17:33:11] 📋 已设置 AssetsCooking 可执行权限: /home/Maker/.sce/build/AssetsCooking
[2026-03-28 17:33:11] 📋 执行脚本: /home/Maker/.sce/build/project_builder.py
[2026-03-28 17:33:11] 📋 参数: --project /workspace --platform all --cooking /home/Maker/.sce/build/AssetsCooking --cooking-limit 10 --no-7z
[2026-03-28 17:33:11] 📋 Python: python3
[2026-03-28 17:33:17] 📋 project_builder.py stdout:
[2026-03-28 17:33:17] 📋   [INFO] 开始构建项目: /workspace [平台: all]
[2026-03-28 17:33:17] 📋   [INFO] [1/15] 初始化构建目录...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: c7.ogg -> CBF1eb8n...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: c8.ogg -> BkCBmZ4B...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d#1.ogg -> FnWS6WMh...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d#2.ogg -> CTUc0RMy...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d#3.ogg -> CI1w8YLI...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d#4.ogg -> Gj5dUWAD...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d#5.ogg -> HufEUeTO...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d#6.ogg -> En4bATy5...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d#7.ogg -> Da5bgfwy...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d1.ogg -> Hg0TIc5n...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d2.ogg -> Ahsy2Zdu...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d3.ogg -> FXVHsY9j...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d4.ogg -> HJ5SoX4g...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d5.ogg -> E2vNCYm8...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d6.ogg -> AuHYSf2w...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: d7.ogg -> CvS5obs9...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: e1.ogg -> AgVomTdI...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: e2.ogg -> DqLd0R5e...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: e3.ogg -> FSjYyZz4...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: e4.ogg -> GlM7MaDF...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: e5.ogg -> B4_1yYtc...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: e6.ogg -> BREzAcHd...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: e7.ogg -> GvQCIbJe...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f#1.ogg -> FQMBYcW7...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f#2.ogg -> H9rqITMd...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f#3.ogg -> CN2w2Wjg...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f#4.ogg -> Cmv5qeSQ...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f#5.ogg -> HH5skYDC...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f#6.ogg -> B3_OOYQv...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f#7.ogg -> Hz18eeaJ...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f1.ogg -> DsKVYUJQ...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f2.ogg -> BDShSVyJ...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f3.ogg -> EdYH2UE-...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f4.ogg -> BNfb-S0t...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f5.ogg -> AzMTuRYv...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f6.ogg -> DjS52TOY...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: f7.ogg -> Hbju6fJI...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g#1.ogg -> DYsESZ2g...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g#2.ogg -> HjlVWchG...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g#3.ogg -> Gbh3KQYp...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g#4.ogg -> D8MZucy0...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g#5.ogg -> EkVXgTfK...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g#6.ogg -> FAwiCTPx...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g#7.ogg -> FqybGR68...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g1.ogg -> FAj6IY0-...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g2.ogg -> DNfh4XBg...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g3.ogg -> B-aIwQRy...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g4.ogg -> FUbyOSkI...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g5.ogg -> D8W5mcGm...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g6.ogg -> EBY3Qdui...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: g7.ogg -> DCgoMRpg...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a#0.ogg -> Dm3LKfWF...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a#1.ogg -> FBgyUbnv...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a#2.ogg -> ECcqWeIo...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a#3.ogg -> EdTVOVv-...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a#4.ogg -> CL0GSb_W...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a#5.ogg -> HAsCgR_J...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a#6.ogg -> EfjeIfGo...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a#7.ogg -> E1afMXJj...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a0.ogg -> FiuWeQPw...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a1.ogg -> GNiSYdYP...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a2.ogg -> H9enEXSf...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a3.ogg -> F0RqES1w...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a4.ogg -> BGzasXz-...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a5.ogg -> E3_vMWxr...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a6.ogg -> Go5S6ezt...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: a7.ogg -> Hpn4aQUG...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: b0.ogg -> AGErGWAi...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: b1.ogg -> CXyeadam...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: b2.ogg -> EvrPQbqv...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: b3.ogg -> A-HA6Yjw...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: b4.ogg -> EC-QefQP...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: b5.ogg -> FsIe-U8-...
[2026-03-28 17:33:17] 📋   [INFO]   生成 meta: b6.ogg -> HQtCmY5V...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: b7.ogg -> FsW-MUOR...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c#1.ogg -> CQshIYl4...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c#2.ogg -> CLR3OXyN...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c#3.ogg -> HLOxUSC_...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c#4.ogg -> CQCYgRfJ...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c#5.ogg -> H2L7SZkI...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c#6.ogg -> C9l0GbeD...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c#7.ogg -> F7_2acEk...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c1.ogg -> F_8kybtu...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c2.ogg -> CwHPaRBl...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c3.ogg -> ALW1EclQ...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c4.ogg -> EXKxOXqi...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c5.ogg -> DFN-WcTR...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c6.ogg -> CUoiId9T...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c7.ogg -> AZ5c0ZZr...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: c8.ogg -> FZx8ObvW...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d#1.ogg -> BYk1-UtQ...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d#2.ogg -> Ew3YGfeO...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d#3.ogg -> CPR04Tv2...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d#4.ogg -> GyVNGb3F...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d#5.ogg -> CLg4yRO9...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d#6.ogg -> HdG46U8U...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d#7.ogg -> HfKJ-XKX...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d1.ogg -> Gnv8STYS...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d2.ogg -> AW5aKbUm...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d3.ogg -> APDj4Rzd...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d4.ogg -> HxmvOVx2...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d5.ogg -> EfjW2eFv...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d6.ogg -> Bzb3keIX...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: d7.ogg -> CmkH8Zx8...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: e1.ogg -> FyucaQGw...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: e2.ogg -> BBn1kUkx...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: e3.ogg -> HY0L6cHT...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: e4.ogg -> CPJVYSWv...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: e5.ogg -> DL9NmQDS...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: e6.ogg -> Eb5oMefs...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: e7.ogg -> BhD9oTk9...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f#1.ogg -> CFKfaX7Q...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f#2.ogg -> BQqoeds9...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f#3.ogg -> GUATQX7B...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f#4.ogg -> FYy8scjP...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f#5.ogg -> HoyeoWNR...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f#6.ogg -> G11fCTol...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f#7.ogg -> Aq8S-ahi...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f1.ogg -> B9yBASGF...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f2.ogg -> HMBRMdS_...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f3.ogg -> HCKSCRCy...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f4.ogg -> Eps_MT9Q...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f5.ogg -> C0Hlqcgw...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f6.ogg -> HWTLEReV...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: f7.ogg -> E5HmYZvH...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g#1.ogg -> FguT-cBH...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g#2.ogg -> ES3TOfNG...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g#3.ogg -> B1EnIaAg...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g#4.ogg -> HAS2mU9-...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g#5.ogg -> ApMSYc0W...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g#6.ogg -> Fsh7Kb-L...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g#7.ogg -> CTdQEb4_...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g1.ogg -> D1r3Seh3...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g2.ogg -> EEbHuZcd...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g3.ogg -> EtiMQaga...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g4.ogg -> F4HqQX8S...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g5.ogg -> Cb56cYle...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g6.ogg -> A0KLISM_...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: g7.ogg -> Fqrt6U75...
[2026-03-28 17:33:18] 📋   [INFO]   扫描目录: ../scripts (prefix: ../scripts)
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: MidiParser.lua -> BOrMAbM9...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: MidiPlayer.lua -> H3BmyeWc...
[2026-03-28 17:33:18] 📋   [INFO]   生成 meta: init.lua -> FNT4eXk8...
[2026-03-28 17:33:18] 📋   [INFO]   发现资源: 193 个
[2026-03-28 17:33:18] 📋   [INFO]   完成 (2.05s)
[2026-03-28 17:33:18] 📋   [INFO] [5/15] 处理配置文件运行时变体...
[2026-03-28 17:33:18] 📋   [INFO]   处理配置文件运行时变体: settings.json
[2026-03-28 17:33:18] 📋   [INFO]     UUID: iYgBq-KBSuKeMC8ND4fjfQ, hash: 82e0a33f
[2026-03-28 17:33:18] 📋   [INFO]     自动添加 #config 到 preload_groups
[2026-03-28 17:33:18] 📋   [INFO]   完成 (0.01s)
[2026-03-28 17:33:18] 📋   [INFO] [6/15] 解析别名...
[2026-03-28 17:33:18] 📋   [INFO]   解析别名: 0 个
[2026-03-28 17:33:18] 📋   [INFO]   完成 (0.00s)
[2026-03-28 17:33:18] 📋   [INFO] [7/15] 分配分组...
[2026-03-28 17:33:18] 📋   [INFO]   添加远端资源: 1226 个
[2026-03-28 17:33:18] 📋   [INFO]   分组完成，总资源: 1420 个
[2026-03-28 17:33:18] 📋   [INFO]   完成 (0.01s)
[2026-03-28 17:33:18] 📋   [INFO] [8/15] 展开引用...
[2026-03-28 17:33:18] 📋   [INFO]   递归收集 uuid:// 和 alias:// 引用...（全量模式（兼容旧二进制））
[2026-03-28 17:33:18] 📋   [INFO]   #blocking 组: 891 个阻塞类型资源
[2026-03-28 17:33:18] 📋   [INFO]   完成 (0.09s)
[2026-03-28 17:33:18] 📋   [INFO] [9/15] 扫描变体...
[2026-03-28 17:33:18] 📋   [INFO]   完成 (0.00s)
[2026-03-28 17:33:18] 📋   [INFO] [10/15] 资产烘焙...
[2026-03-28 17:33:18] 📋   [INFO]   使用 AssetsCooking: /home/Maker/.sce/build/AssetsCooking
[2026-03-28 17:33:18] 📋   [INFO]   发现 2 个纹理文件
[2026-03-28 17:33:18] 📋   [INFO]   生成 tasks.json: 2 个任务
[2026-03-28 17:33:18] 📋   [INFO]   批量压缩完成: 总计 6, 成功 6, 缓存命中 6 (100.0%), 错误 0
[2026-03-28 17:33:18] 📋   [INFO]   完成 (0.28s)
[2026-03-28 17:33:18] 📋   [INFO] [11/15] 国际化处理...
[2026-03-28 17:33:18] 📋   [INFO]   跳过国际化：i18n.json enabled=false
[2026-03-28 17:33:18] 📋   [WARN]   跳过（前置条件不满足） (0.00s)
[2026-03-28 17:33:18] 📋   [INFO] [12/15] 生成产物...
[2026-03-28 17:33:18] 📋   [INFO]   清空版本目录: /workspace/.project/../dist/1.0.1
[2026-03-28 17:33:18] 📋   [INFO]   生成: manifest-d8c82c23.json (client)
[2026-03-28 17:33:18] 📋   [INFO]   生成: manifest-5faa818e.json (server)
[2026-03-28 17:33:18] 📋   [INFO]   生成: engine-ef9e23e2.json
[2026-03-28 17:33:18] 📋   [INFO]   生成: version.json
[2026-03-28 17:33:18] 📋   [INFO]   生成: project.json
[2026-03-28 17:33:18] 📋   [INFO]   生成: dist/project.json
[2026-03-28 17:33:18] 📋   [INFO]   生成 tag: latest.json (默认)
